player_contracts_filled_with_alldata_updated
player_contracts_filled_with_alldata_updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_contracts_filled_with_alldata_updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhl_player_id,full_name,team_abbrev,position,age,cap_hit,contract_years_total,years_remaining,contract_start_date,contract_end_date,signing_date,contract_type,no_trade_clause,no_movement_clause,signing_age,signing_team,contract_status,roster_status,retained_percentage,sync_date,data_source,cap_hit_percentage,base_salary,signing_bonus,performance_bonus,clause_details,arbitration_eligible,ufa_year,draft_year,draft_round,draft_overall,must_sign_by,base_2025_26,sb_2025_26,pb_potential_2025_26,cap_hit_2025_26,base_2026_27,sb_2026_27,pb_potential_2026_27,cap_hit_2026_27,base_2027_28,sb_2027_28,pb_potential_2027_28,cap_hit_2027_28,base_2028_29,sb_2028_29,pb_potential_2028_29,cap_hit_2028_29,base_2029_30,sb_2029_30,pb_potential_2029_30,cap_hit_2029_30,base_2030_31,sb_2030_31,pb_potential_2030_31,cap_hit_2030_31
8481618.0,Alex Newhook,MTL,"C, LW, RW",24,2900000,4,2,2023-10-01,2027-06-30,2023-07-11,RFA,False,False,22.4,MTL,active,NHL,0.0,2025-10-09,capwages,3.03,2700000,0,0,,False,2027.0,2019.0,1.0,16.0,,2700000.0,0.0,0.0,2900000.0,2100000.0,0.0,0.0,2900000.0,,,,,,,,,,,,,,,,
8478133.0,Jake Evans,MTL,C,29,2850000,4,4,2025-10-01,2029-06-30,2025-03-05,UFA,False,False,28.8,MTL,active,NHL,0.0,2025-10-09,capwages,2.98,2800000,750000,0,,False,2029.0,2014.0,7.0,207.0,,2800000.0,750000.0,0.0,2850000.0,3300000.0,0.0,0.0,2850000.0,2420000.0,0.0,0.0,2850000.0,2130000.0,0.0,0.0,2850000.0,,,,,,,,
8480813.0,Joe Veleno,MTL,C,25,900000,1,1,2025-10-01,2026-06-30,2025-07-17,RFA,False,False,25.5,MTL,active,NHL,0.0,2025-10-09,capwages,0.94,900000,0,0,,True,2026.0,2018.0,1.0,30.0,,1775000.0,500000.0,0.0,900000.0,,,,,,,,,,,,,,,,,,,,
8484984.0,Ivan Demidov,MTL,RW,19,940833,3,2,2024-10-01,2027-06-30,2025-04-08,ELC,False,False,19.3,MTL,active,NHL,0.0,2025-10-09,capwages,0.98,877500,97500,2000000,Schedule A Bonuses,False,2027.0,2024.0,1.0,5.0,,877500.0,97500.0,2000000.0,940833.0,877500.0,97500.0,3000000.0,940833.0,,,,,,,,,,,,,,,,
8482775.0,Oliver Kapanen,MTL,C,22,925000,3,2,2024-10-01,2027-06-30,2024-06-15,ELC,False,False,20.9,MTL,active,NHL,0.0,2025-10-09,capwages,0.97,832500,92500,637500,Schedule A Bonuses,False,2027.0,2021.0,2.0,64.0,,832500.0,92500.0,637500.0,925000.0,832500.0,92500.0,850000.0,925000.0,,,,,,,,,,,,,,,,
8482737.0,Zack Bolduc,MTL,LW,22,863333,3,1,2022-10-01,2026-06-30,2021-08-24,ELC,False,False,18.5,STL,active,NHL,0.0,2025-10-09,capwages,0.9,832500,0,425000,Schedule A Bonuses,False,2026.0,2021.0,1.0,17.0,,832500.0,0.0,425000.0,863333.0,,,,,,,,,,,,,,,,,,,,
8480865.0,Noah Dobson,MTL,RD,25,9500000,8,8,2025-10-01,2033-06-30,2025-06-27,UFA,True,False,25.5,NYI,active,NHL,0.0,2025-10-09,capwages,9.94,1000000,11000000,0,Modified NTC,False,2033.0,2018.0,1.0,12.0,,1000000.0,11000000.0,,9500000.0,1000000.0,11000000.0,,9500000.0,1000000.0,11000000.0,,9500000.0,5000000.0,5000000.0,,9500000.0,8400000.0,,,9500000.0,7200000.0,,,9500000.0
8478851.0,Alexandre Carrier,MTL,RD,29,3750000,3,2,2024-10-01,2027-06-30,2024-07-01,UFA,False,False,27.7,NSH,active,NHL,0.0,2025-10-09,capwages,3.92,3850000,0,0,,False,2027.0,2015.0,4.0,115.0,,3850000.0,0.0,0.0,3750000.0,2800000.0,0.0,0.0,3750000.0,,,,,,,,,,,,,,,,
8481593.0,Jayden Struble,MTL,LD,24,1412500,2,2,2025-10-01,2027-06-30,2025-07-28,RFA,False,False,23.9,MTL,active,NHL,0.0,2025-10-09,capwages,1.48,1600000,0,0,,True,2027.0,2019.0,2.0,46.0,,1600000.0,,,1412500.0,1225000.0,,,1412500.0,,,,,,,,,,,,,,,,
8483457.0,Lane Hutson,MTL,LD,21,950000,3,1,2024-10-01,2027-06-30,2024-04-12,ELC,False,False,20.2,MTL,active,NHL,0.0,2025-10-09,capwages,0.99,855000,95000,850000,Schedule A Bonuses,False,2027.0,2022.0,2.0,62.0,,855000.0,95000.0,850000.0,950000.0,,,,,,,,,,,,,,,,,,,,
8484220.0,David Reinbacher,MTL,RD,20,886667,3,3,2025-10-01,2028-06-30,2023-07-05,ELC,False,False,18.7,MTL,active,IR,0.0,2025-10-09,capwages,0.93,855000,95000,1000000,Schedule A Bonuses,False,2028.0,2023.0,1.0,5.0,,855000.0,95000.0,1000000.0,886667.0,855000.0,,1000000.0,886667.0,855000.0,0.0,1500000.0,886667.0,,,,,,,,,,,,
8482927.0,Gannon Laroque,MTL,RD,22,836667,3,1,2022-10-01,2026-06-30,2022-06-01,ELC,False,False,18.8,SJS,active,IR,0.0,2025-10-09,capwages,0.88,775000,0,57500,Schedule A Bonuses,False,2026.0,2021.0,4.0,103.0,,775000.0,0.0,57500.0,836667.0,,,,,,,,,,,,,,,,,,,,
8482806.0,William Trudeau,MTL,LD,22,775000,1,1,2025-10-01,2026-06-30,2025-07-03,RFA,False,False,22.7,MTL,active,IR,0.0,2025-10-09,capwages,0.81,775000,0,0,,False,2026.0,2021.0,4.0,113.0,,775000.0,,,775000.0,,,,,,,,,,,,,,,,,,,,
8478470.0,Sam Montembeault,MTL,G,28,3150000,3,2,2024-10-01,2027-06-30,2023-12-01,UFA,False,False,27.1,MTL,active,NHL,0.0,2025-10-09,capwages,3.29,3000000,0,0,,False,2027.0,2015.0,3.0,77.0,,3000000.0,0.0,0.0,3150000.0,2450000.0,0.0,0.0,3150000.0,,,,,,,,,,,,,,,,
8482487.0,Jakub Dobes,MTL,G,24,965000,2,2,2025-10-01,2027-06-30,2025-07-06,RFA,False,False,24.1,MTL,active,NHL,0.0,2025-10-09,capwages,1.01,1030000,0,0,,True,2027.0,2020.0,5.0,136.0,,1030000.0,,,965000.0,900000.0,,,965000.0,,,,,,,,,,,,,,,,
8483507.0,Vinzenz Rohrer,MTL,C,21,950000,3,3,2025-10-01,2028-06-30,"Jun. 14, 2025",ELC,False,False,20.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.99,855000,95000,0,,False,2028.0,2022.0,3.0,75.0,,855000.0,95000.0,0.0,950000.0,855000.0,95000.0,0.0,950000.0,855000.0,95000.0,0.0,950000.0,,,,,,,,,,,,
8482134.0,Luke Tuch,MTL,LW,23,912500,2,1,2024-10-01,2026-06-30,"Apr. 16, 2024",ELC,False,False,22.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.95,832500,92500,0,,False,2026.0,2020.0,2.0,47.0,,832500.0,92500.0,0.0,912500.0,,,,,,,,,,,,,,,,,,,,
8483488.0,Filip Mesar,MTL,RW,21,886667,3,2,2024-10-01,2027-06-30,"Jul. 14, 2022",ELC,False,False,18.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.93,855000,0,0,,False,2027.0,2022.0,1.0,26.0,,855000.0,0.0,0.0,886667.0,855000.0,0.0,0.0,886667.0,,,,,,,,,,,,,,,,
8484533.0,Tyler Thorpe,MTL,RW,20,868333,3,3,2025-10-01,2028-06-30,"Apr. 08, 2025",ELC,False,False,19.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.91,775000,97500,0,,False,2028.0,2024.0,5.0,130.0,,775000.0,97500.0,,868333.0,775000.0,97500.0,,868333.0,775000.0,85000.0,,868333.0,,,,,,,,,,,,
8484403.0,Florian Xhekaj,MTL,LW,21,866667,3,2,2024-10-01,2027-06-30,"Apr. 9, 2024",ELC,False,False,19.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.91,775000,95000,80000,,False,2027.0,2023.0,4.0,101.0,,775000.0,95000.0,80000.0,866667.0,775000.0,85000.0,0.0,866667.0,,,,,,,,,,,,,,,,
8483728.0,Jared Davidson,MTL,C,23,862500,2,1,2024-10-01,2026-06-30,"May 31, 2024",ELC,False,False,21.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.9,775000,90000,35000,,False,2026.0,2022.0,5.0,130.0,,775000.0,90000.0,35000.0,862500.0,,,,,,,,,,,,,,,,,,,,
8483424.0,Owen Beck,MTL,"LW, C",21,853333,3,2,2024-10-01,2027-06-30,"Oct. 4, 2022",ELC,False,False,18.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.89,835000,0,20000,,False,2027.0,2022.0,2.0,33.0,,835000.0,0.0,20000.0,853333.0,855000.0,0.0,0.0,853333.0,,,,,,,,,,,,,,,,
8482828.0,Riley Kidney,MTL,C,22,836667,3,1,2022-10-01,2026-06-30,"May 4, 2022",ELC,False,False,19.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.88,775000,0,57500,,False,2026.0,2021.0,2.0,63.0,,775000.0,0.0,57500.0,836667.0,,,,,,,,,,,,,,,,,,,,
8482749.0,Joshua Roy,MTL,"RW, LW",22,835000,3,1,2022-10-01,2026-06-30,"Mar. 30, 2022",ELC,False,False,18.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.87,775000,0,0,,False,2026.0,2021.0,5.0,150.0,,775000.0,0.0,0.0,835000.0,,,,,,,,,,,,,,,,,,,,
8475968.0,Alex Belzile,MTL,RW,34,775000,1,1,2025-10-01,2026-06-30,"Jul. 01, 2025",UFA,False,False,33.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.81,775000,0,0,,False,2026.0,,,,,775000.0,,,775000.0,,,,,,,,,,,,,,,,,,,,
8483549.0,Lucas Condotta,MTL,"C, LW",27,775000,2,2,2025-10-01,2027-06-30,"Mar. 18, 2025",UFA,False,False,27.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.81,775000,0,0,,False,2027.0,,,,,775000.0,0.0,,775000.0,775000.0,0.0,,775000.0,,,,,,,,,,,,,,,,
8482081.0,Sean Farrell,MTL,C,23,775000,1,1,2025-10-01,2026-06-30,"Jul. 02, 2025",RFA,False,False,23.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.81,775000,0,0,,False,2026.0,2020.0,4.0,124.0,,775000.0,,,775000.0,,,,,,,,,,,,,,,,,,,,
8483686.0,Adam Engstrom,MTL,"LD, RD",21,896667,3,2,2024-10-01,2027-06-30,"May 3, 2024",ELC,False,False,20.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.94,775000,95000,80000,,False,2027.0,2022.0,3.0,92.0,,775000.0,95000.0,80000.0,896667.0,855000.0,95000.0,0.0,896667.0,,,,,,,,,,,,,,,,
8481743.0,Marc Del Gaizo,MTL,LD,25,775000,1,1,2025-10-01,2026-06-30,"Jul. 02, 2025",UFA,False,False,25.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.81,775000,0,0,,False,2026.0,2019.0,4.0,109.0,,775000.0,,,775000.0,,,,,,,,,,,,,,,,,,,,
8479594.0,Nate Clurman,MTL,RD,27,775000,1,1,2025-10-01,2026-06-30,"Jul. 01, 2025",UFA,False,False,27.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.81,775000,0,0,,False,2026.0,2016.0,6.0,161.0,,775000.0,,,775000.0,,,,,,,,,,,,,,,,,,,,
8478039.0,Kaapo Kahkonen,MTL,G,29,1150000,1,1,2025-10-01,2026-06-30,"Jul. 01, 2025",UFA,False,False,28.0,MTL,active,Minor,0.0,2025-10-09,capwages,1.2,1150000,0,0,,False,2026.0,2014.0,4.0,109.0,,1150000.0,,,1150000.0,,,,,,,,,,,,,,,,,,,,
8484170.0,Jacob Fowler,MTL,G,20,923333,3,3,2025-10-01,2028-06-30,"Apr. 04, 2025",ELC,False,False,20.0,MTL,active,Minor,0.0,2025-10-09,capwages,0.97,775000,95000,80000,,False,2028.0,2023.0,3.0,69.0,,775000.0,95000.0,80000.0,923333.0,855000.0,95000.0,500000.0,923333.0,855000.0,95000.0,500000.0,923333.0,,,,,,,,,,,,
,Arseni Radkov,MTL,G,18,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2025.0,3.0,82.0,2030-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,L.J. Mooney,MTL,C,18,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2025.0,4.0,113.0,2029-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Alexis Cournoyer,MTL,G,19,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2025.0,5.0,145.0,2029-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Carlos Handel,MTL,RD,18,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2025.0,6.0,177.0,2027-06-01,,,,,,,,,,,,,,,,,,,,,,,,
,Andrew MacNiel,MTL,D,18,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2025.0,6.0,189.0,2027-06-01,,,,,,,,,,,,,,,,,,,,,,,,
,Maxon Vig,MTL,D,19,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2025.0,7.0,209.0,2029-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Rasmus Bergqvist,MTL,LD,20,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2024.0,7.0,224.0,2028-06-01,,,,,,,,,,,,,,,,,,,,,,,,
,Makar Khanin,MTL,RW,20,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2024.0,7.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,
,Aatos Koivu,MTL,C,19,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2024.0,3.0,70.0,2028-06-01,,,,,,,,,,,,,,,,,,,,,,,,
,Ben Merrill,MTL,C,19,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2024.0,6.0,166.0,2029-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Owen Protz,MTL,LD,19,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2024.0,4.0,102.0,2026-06-01,,,,,,,,,,,,,,,,,,,,,,,,
,Logan Sawyer,MTL,C,19,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2024.0,3.0,78.0,2028-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Mikus Vecvanags,MTL,G,19,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2024.0,5.0,134.0,2030-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Filip Eriksson,MTL,C,20,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2023.0,6.0,165.0,2027-06-01,,,,,,,,,,,,,,,,,,,,,,,,
,Sam Harris,MTL,LW,21,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2023.0,5.0,133.0,2027-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Bogdan Konyushkov,MTL,RD,22,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2023.0,4.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,
,Quentin Miller,MTL,G,20,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2023.0,4.0,128.0,2029-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Luke Mittelstadt,MTL,LD,22,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2023.0,7.0,197.0,2026-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Yevgeni Volokhin,MTL,G,20,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2023.0,5.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,
,Emmett Croteau,MTL,G,21,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2022.0,6.0,162.0,2027-08-15,,,,,,,,,,,,,,,,,,,,,,,,
,Dmitri Kostenko,MTL,RD,23,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2021.0,3.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
,Daniil Sobolev,MTL,RD,22,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2021.0,5.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
,Alexander Gordin,MTL,RW,24,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2020.0,6.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,
,Ty Smilanic,MTL,C,23,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2020.0,3.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,
,Jack Smith,MTL,C,23,0,0,0,,,,,False,False,,,unsigned,Unsigned,0.0,2025-10-09,capwages,0.0,0,0,0,,False,,2020.0,4.0,102.0,2026-08-15,,,,,,,,,,,,,,,,,,,,,,,,
